FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-688a,88,N14464E19241-N14473E19248,47,31,65.957447,"MULTIPOLYGON (((739236.8155918578 6873639.099395749, 740830.2958628043 6873790.196872814, 740644.8913985149 6875780.715770361, 739051.3980821929 6875629.598084145, 739236.8155918578 6873639.099395749)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6889,89,N14465E19145-N14466E19146,16,8,50,"MULTIPOLYGON (((720096.1036456416 6872022.07563497, 720494.4927202585 6872059.945269903, 720457.3402610733 6872458.012714628, 720058.9610194191 6872420.143004791, 720096.1036456416 6872022.07563497)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6888,90,N14465E19192-N14467E19197,28,16,57.142857,"MULTIPOLYGON (((729458.0987862342 6872911.824305263, 730653.215597576 6873025.297181925, 730597.5528125175 6873622.422834663, 729402.4252983378 6873508.939903289, 729458.0987862342 6872911.824305263)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6887,91,N14465E19198-N14467E19200,27,13,48.148148,"MULTIPOLYGON (((730653.215597576 6873025.297181925, 731250.7740486463 6873082.028199626, 731195.111660675 6873679.163918657, 730597.5528125175 6873622.422834663, 730653.215597576 6873025.297181925)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6886,92,N14465E19234-N14473E19239,23,17,73.913043,"MULTIPOLYGON (((737823.9824758106 6873705.907347337, 739019.0927239895 6873819.249510966, 738852.2077106781 6875610.709509473, 737657.0753609426 6875497.347320716, 737823.9824758106 6873705.907347337)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6885,93,N14466E19147-N14466E19147,13,7,53.846154,"MULTIPOLYGON (((720475.9164521593 6872258.973978965, 720675.1060864744 6872277.913782965, 720656.5298510302 6872476.942522862, 720457.3402610733 6872458.012714628, 720475.9164521593 6872258.973978965)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6884,94,N14466E19148-N14466E19148,33,19,57.575758,"MULTIPOLYGON (((720675.1060864744 6872277.913782965, 720874.2956439197 6872296.843560301, 720855.7195329766 6872495.882291071, 720656.5298510302 6872476.942522862, 720675.1060864744 6872277.913782965)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6883,95,N14466E19149-N14466E19149,16,14,87.5,"MULTIPOLYGON (((720874.2956439197 6872296.843560301, 721073.4852933547 6872315.783297604, 721054.9191312924 6872514.811947923, 720855.7195329766 6872495.882291071, 720874.2956439197 6872296.843560301)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6882,96,N14466E19212-N14466E19212,19,14,73.684211,"MULTIPOLYGON (((733423.2748975989 6873489.0581047805, 733622.4644134608 6873507.958022225, 733603.9107291086 6873707.006690206, 733404.7210939632 6873688.096771341, 733423.2748975989 6873489.0581047805)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6881,97,N14466E19283-N14489E19283,41,26,63.414634,"MULTIPOLYGON (((747565.5447175707 6874830.254687592, 747764.7347504387 6874849.121651347, 747319.8764593081 6879626.42882157, 747120.6854762371 6879607.551982079, 747565.5447175707 6874830.254687592)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6880,98,N14467E19137-N14471E19142,24,16,66.666667,"MULTIPOLYGON (((718465.4341935543 6872268.64292941, 719660.58180803 6872382.273161549, 719567.699771029 6873377.447401232, 718372.5508699722 6873263.8072488, 718465.4341935543 6872268.64292941)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687f,99,N14467E19148-N14467E19148,17,10,58.823529,"MULTIPOLYGON (((720656.5298510302 6872476.942522862, 720855.7195329766 6872495.882291071, 720837.1534078663 6872694.920970437, 720637.9636858464 6872675.9812046755, 720656.5298510302 6872476.942522862)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687e,100,N14467E19149-N14467E19149,78,49,62.820513,"MULTIPOLYGON (((720855.7195329766 6872495.882291071, 721054.9191312924 6872514.811947923, 721036.3430530137 6872713.850709524, 720837.1534078663 6872694.920970437, 720855.7195329766 6872495.882291071)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687d,101,N14467E19262-N14475E19266,15,14,93.333333,"MULTIPOLYGON (((743364.080897633 6874632.8286556685, 744360.0824839928 6874727.336642063, 744193.2764623895 6876518.827584876, 743197.253123231 6876424.3195479335, 743364.080897633 6874632.8286556685)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687c,102,N14467E19271-N14475E19277,11,6,54.545455,"MULTIPOLYGON (((745156.8227223351 6874802.846569986, 746551.1031574935 6874934.957798985, 746384.3309698132 6876726.468069539, 744990.0180405944 6876594.337365894, 745156.8227223351 6874802.846569986)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687b,103,N14468E19149-N14468E19149,27,15,55.555556,"MULTIPOLYGON (((720837.1534078663 6872694.920970437, 721036.3430530137 6872713.850709524, 721017.7669673245 6872912.889504404, 720818.5771976707 6872893.94977444, 720837.1534078663 6872694.920970437)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-687a,104,N14468E19150-N14468E19150,23,12,52.173913,"MULTIPOLYGON (((721036.3430530137 6872713.850709524, 721235.5327057157 6872732.780415269, 721216.9566601026 6872931.819207697, 721017.7669673245 6872912.889504404, 721036.3430530137 6872713.850709524)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6879,105,N14468E19196-N14469E19197,19,15,78.947368,"MULTIPOLYGON (((730199.1736737333 6873584.602006935, 730597.5528125175 6873622.422834663, 730560.4342922162 6874020.510175835, 730162.065007748 6873982.689231012, 730199.1736737333 6873584.602006935)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6878,106,N14468E19198-N14469E19198,33,19,57.575758,"MULTIPOLYGON (((730597.5528125175 6873622.422834663, 730796.7423916496 6873641.333201409, 730759.6239408132 6874039.420558807, 730560.4342922162 6874020.510175835, 730597.5528125175 6873622.422834663)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6877,107,N14468E19199-N14468E19199,11,8,72.727273,"MULTIPOLYGON (((730796.7423916496 6873641.333201409, 730995.9220685597 6873660.253614728, 730977.3678354159 6873859.292246853, 730778.1782150593 6873840.381903405, 730796.7423916496 6873641.333201409)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6876,108,N14468E19253-N14475E19261,11,8,72.727273,"MULTIPOLYGON (((741552.8769661885 6874661.945061469, 743345.5489833512 6874831.88747447, 743197.253123231 6876424.3195479335, 741404.5684328869 6876254.366950963, 741552.8769661885 6874661.945061469)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6875,109,N14469E19149-N14469E19151,44,31,70.454545,"MULTIPOLYGON (((720818.5771976707 6872893.94977444, 721416.1563536805 6872950.748792951, 721397.5803407384 6873149.78761621, 720800.0010644939 6873092.988605046, 720818.5771976707 6872893.94977444)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6874,110,N14470E19147-N14476E19151,11,10,90.909091,"MULTIPOLYGON (((720401.6215521458 6873055.1190432785, 721397.5803407384 6873149.78761621, 721267.5679447881 6874543.050148223, 720271.5976755695 6874448.371752376, 720401.6215521458 6873055.1190432785)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6873,111,N14470E19165-N14471E19166,23,14,60.869565,"MULTIPOLYGON (((723987.116385529 6873396.050565968, 724385.4954694614 6873433.901128926, 724348.3645825383 6873831.978591716, 723949.9752729737 6873794.118104384, 723987.116385529 6873396.050565968)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6872,112,N14470E19176-N14480E19183,17,10,58.823529,"MULTIPOLYGON (((726178.2016490601 6873604.22207307, 727771.7184247632 6873755.580748306, 727567.5253666195 6875945.038927111, 725973.9752710481 6875793.6701685, 726178.2016490601 6873604.22207307)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6871,113,N14471E19161-N14473E19161,40,27,67.5,"MULTIPOLYGON (((723171.782477109 6873519.367843753, 723370.9720669524 6873538.298270599, 723315.2651578585 6874135.414635098, 723116.0754570679 6874116.484196452, 723171.782477109 6873519.367843753)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6870,114,N14471E19162-N14472E19162,27,20,74.074074,"MULTIPOLYGON (((723370.9720669524 6873538.298270599, 723570.1716570018 6873557.228580619, 723533.0304673243 6873955.306160902, 723333.8407965499 6873936.375758365, 723370.9720669524 6873538.298270599)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686f,115,N14471E19163-N14471E19163,31,15,48.387097,"MULTIPOLYGON (((723570.1716570018 6873557.228580619, 723769.361260777 6873576.158943121, 723750.7857097145 6873775.197763453, 723551.5960689576 6873756.267397023, 723570.1716570018 6873557.228580619)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686e,116,N14471E19164-N14471E19164,27,17,62.962963,"MULTIPOLYGON (((723769.361260777 6873576.158943121, 723968.5507870539 6873595.079280121, 723949.9752729737 6873794.118104384, 723750.7857097145 6873775.197763453, 723769.361260777 6873576.158943121)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686d,117,N14471E19188-N14480E19191,11,8,72.727273,"MULTIPOLYGON (((728549.9222243151 6874030.288033229, 729346.7518375255 6874106.065777071, 729161.0657435578 6876096.38572374, 728364.2955419437 6876020.717579598, 728549.9222243151 6874030.288033229)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686c,118,N14471E19199-N14471E19199,12,11,91.666667,"MULTIPOLYGON (((730741.0697447202 6874238.469238927, 730940.259434545 6874257.379598592, 730921.7051822908 6874456.418324878, 730722.5154577309 6874437.507957101, 730741.0697447202 6874238.469238927)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686b,119,N14471E19200-N14471E19200,14,8,57.142857,"MULTIPOLYGON (((730940.259434545 6874257.379598592, 731139.4491308611 6874276.289926846, 731120.8949133425 6874475.328661243, 730921.7051822908 6874456.418324878, 730940.259434545 6874257.379598592)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-686a,120,N14471E19207-N14474E19216,21,10,47.619048,"MULTIPOLYGON (((732334.5773672105 6874389.741327967, 734326.4547510644 6874578.801193486, 734252.2503130839 6875374.986733167, 732260.3615462581 6875185.926628447, 732334.5773672105 6874389.741327967)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6869,121,N14472E19137-N14472E19141,11,7,63.636364,"MULTIPOLYGON (((718372.5508699722 6873263.8072488, 719368.5099341141 6873358.507445114, 719349.9334137165 6873557.536399338, 718353.9742336002 6873462.846208529, 718372.5508699722 6873263.8072488)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6868,122,N14472E19158-N14472E19159,12,11,91.666667,"MULTIPOLYGON (((722555.6479696875 6873661.615082268, 722954.0271884861 6873699.47610469, 722935.4514826627 6873898.514941419, 722537.0721899016 6873860.653911126, 722555.6479696875 6873661.615082268)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6867,123,N14472E19160-N14473E19160,21,17,80.952381,"MULTIPOLYGON (((722954.0271884861 6873699.47610469, 723153.2168083418 6873718.406567641, 723116.0754570679 6874116.484196452, 722916.8857632468 6874097.553725633, 722954.0271884861 6873699.47610469)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6866,124,N14472E19163-N14472E19163,54,37,68.518519,"MULTIPOLYGON (((723551.5960689576 6873756.267397023, 723750.7857097145 6873775.197763453, 723732.2201450644 6873974.236531262, 723533.0304673243 6873955.306160902, 723551.5960689576 6873756.267397023)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6865,125,N14472E19164-N14472E19164,55,32,58.181818,"MULTIPOLYGON (((723750.7857097145 6873775.197763453, 723949.9752729737 6873794.118104384, 723931.4097453075 6873993.15687612, 723732.2201450644 6873974.236531262, 723750.7857097145 6873775.197763453)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6864,126,N14472E19165-N14472E19165,35,25,71.428571,"MULTIPOLYGON (((723949.9752729737 6873794.118104384, 724149.1749208965 6873813.04832181, 724130.5994369729 6874012.087182132, 723931.4097453075 6873993.15687612, 723949.9752729737 6873794.118104384)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6863,127,N14472E19166-N14472E19166,20,15,75,"MULTIPOLYGON (((724149.1749208965 6873813.04832181, 724348.3645825383 6873831.978591716, 724329.7891355992 6874031.017455967, 724130.5994369729 6874012.087182132, 724149.1749208965 6873813.04832181)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6862,128,N14472E19185-N14480E19185,17,11,64.705882,"MULTIPOLYGON (((727933.7884907562 6874172.577956938, 728132.9781998133 6874191.497622194, 727965.9054437941 6875982.878360072, 727766.7154017419 6875963.958659685, 727933.7884907562 6874172.577956938)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6861,129,N14472E19194-N14475E19200,19,15,78.947368,"MULTIPOLYGON (((729726.5668478378 6874342.945653672, 731120.8949133425 6874475.328661243, 731046.6581621153 6875271.50406872, 729652.3290394181 6875139.110840607, 729726.5668478378 6874342.945653672)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6860,130,N14473E19162-N14473E19162,38,23,60.526316,"MULTIPOLYGON (((723333.8407965499 6873936.375758365, 723533.0304673243 6873955.306160902, 723514.4548656171 6874154.345041563, 723315.2651578585 6874135.414635098, 723333.8407965499 6873936.375758365)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685f,131,N14473E19163-N14473E19163,80,37,46.25,"MULTIPOLYGON (((723533.0304673243 6873955.306160902, 723732.2201450644 6873974.236531262, 723713.6544891278 6874173.26533787, 723514.4548656171 6874154.345041563, 723533.0304673243 6873955.306160902)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685e,132,N14473E19164-N14473E19164,33,12,36.363636,"MULTIPOLYGON (((723732.2201450644 6873974.236531262, 723931.4097453075 6873993.15687612, 723912.8442108156 6874192.195679988, 723713.6544891278 6874173.26533787, 723732.2201450644 6873974.236531262)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685d,133,N14473E19165-N14473E19165,57,45,78.947368,"MULTIPOLYGON (((723931.4097453075 6873993.15687612, 724130.5994369729 6874012.087182132, 724112.0339394665 6874211.125989928, 723912.8442108156 6874192.195679988, 723931.4097453075 6873993.15687612)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685c,134,N14473E19166-N14474E19166,15,13,86.666667,"MULTIPOLYGON (((724130.5994369729 6874012.087182132, 724329.7891355992 6874031.017455967, 724292.658207735 6874429.095111545, 724093.4684351352 6874410.164829856, 724130.5994369729 6874012.087182132)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685b,135,N14473E19167-N14474E19168,13,7,53.846154,"MULTIPOLYGON (((724329.7891355992 6874031.017455967, 724728.1784625035 6874068.867829125, 724691.0376893455 6874466.945585061, 724292.658207735 6874429.095111545, 724329.7891355992 6874031.017455967)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-685a,136,N14474E19139-N14476E19142,18,16,88.888889,"MULTIPOLYGON (((718733.7772713072 6873699.755410959, 719530.5468873822 6873775.515331421, 719474.8175484347 6874372.62247303, 718678.0374580997 6874296.86266649, 718733.7772713072 6873699.755410959)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6859,137,N14474E19161-N14474E19161,50,29,58,"MULTIPOLYGON (((723116.0754570679 6874116.484196452, 723315.2651578585 6874135.414635098, 723296.6995055793 6874334.453459307, 723097.5097678034 6874315.523016731, 723116.0754570679 6874116.484196452)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6858,138,N14474E19162-N14475E19162,32,17,53.125,"MULTIPOLYGON (((723315.2651578585 6874135.414635098, 723514.4548656171 6874154.345041563, 723477.3135504946 6874552.412821302, 723278.1237687651 6874533.482406968, 723315.2651578585 6874135.414635098)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6857,139,N14474E19163-N14475E19163,27,10,37.037037,"MULTIPOLYGON (((723514.4548656171 6874154.345041563, 723713.6544891278 6874173.26533787, 723676.5133324404 6874571.343118804, 723477.3135504946 6874552.412821302, 723514.4548656171 6874154.345041563)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6856,140,N14474E19164-N14474E19164,12,6,50,"MULTIPOLYGON (((723713.6544891278 6874173.26533787, 723912.8442108156 6874192.195679988, 723894.2686762499 6874391.234600645, 723695.0789175757 6874372.304254597, 723713.6544891278 6874173.26533787)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6855,141,N14474E19165-N14474E19165,28,20,71.428571,"MULTIPOLYGON (((723912.8442108156 6874192.195679988, 724112.0339394665 6874211.125989928, 724093.4684351352 6874410.164829856, 723894.2686762499 6874391.234600645, 723912.8442108156 6874192.195679988)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6854,142,N14474E19238-N14477E19245,14,11,78.571429,"MULTIPOLYGON (((738453.8269030249 6875572.922270219, 740047.3301376001 6875724.050637535, 739973.1597250347 6876520.2571197245, 738379.6453437272 6876369.128714093, 738453.8269030249 6875572.922270219)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6853,143,N14474E19248-N14486E19251,19,16,84.210526,"MULTIPOLYGON (((740445.7109670868 6875761.827368435, 741242.4626278721 6875837.370535382, 741001.2845494718 6878424.961639614, 740204.5204142925 6878349.408499952, 740445.7109670868 6875761.827368435)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6852,144,N14474E19269-N14475E19270,33,20,60.606061,"MULTIPOLYGON (((744628.7207019015 6876158.474289164, 745027.0913557344 6876196.229128854, 744990.0180405944 6876594.337365894, 744591.6472378661 6876556.582542537, 744628.7207019015 6876158.474289164)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6851,145,N14475E19134-N14477E19135,32,20,62.5,"MULTIPOLYGON (((717719.2310710247 6873804.083863454, 718117.6209492302 6873841.974170202, 718061.8806685681 6874439.071554164, 717663.4906342692 6874401.191255328, 717719.2310710247 6873804.083863454)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-6850,146,N14475E19143-N14479E19146,16,10,62.5,"MULTIPOLYGON (((719511.970476631 6873974.554343113, 720308.7501986515 6874050.293648673, 720215.8587576057 6875045.479248955, 719419.0781493849 6874969.729998934, 719511.970476631 6873974.554343113)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-684f,147,N14475E19164-N14477E19164,23,16,69.565217,"MULTIPOLYGON (((723695.0789175757 6874372.304254597, 723894.2686762499 6874391.234600645, 723838.5620180737 6874988.351386109, 723639.3721484309 6874969.421028271, 723695.0789175757 6874372.304254597)))"
